repeat,fold,best_epoch,auc,f1,pr_auc,threshold,pred_mean_train,pred_std_train,pred_mean_test,pred_std_test
repeat_0,1,69,1.0,1.0,1.0,0.5881,0.3954181671142578,0.3017180860042572,0.42319896817207336,0.30720818042755127
repeat_0,2,207,0.9599999785423279,0.8888888955116272,0.9428571462631226,0.422,0.4040427803993225,0.3689647614955902,0.28726649284362793,0.3127254843711853
repeat_0,3,50,1.0,1.0,1.0,0.7737,0.4345274269580841,0.29172229766845703,0.5113009810447693,0.3383170962333679
repeat_0,4,163,0.8333333134651184,0.8571428656578064,0.8055555820465088,0.163,0.4009086489677429,0.3536890149116516,0.39275839924812317,0.34504127502441406
repeat_0,5,76,0.9851852059364319,0.8999999761581421,0.9669230580329895,0.6765,0.41746723651885986,0.30129456520080566,0.3293439447879791,0.3198121190071106
repeat_0,6,55,0.8494983315467834,0.7857142686843872,0.7395927906036377,0.5877,0.3954158425331116,0.30715230107307434,0.4519936740398407,0.3287656307220459
