repeat,fold,best_epoch,auc,f1,pr_auc,threshold,pred_mean_train,pred_std_train,pred_mean_test,pred_std_test
repeat_1,1,50,1.0,1.0,1.0,0.6284,0.4459947943687439,0.2844308316707611,0.4754616916179657,0.29758909344673157
repeat_1,2,95,0.9399999976158142,0.8333333134651184,0.9028571248054504,0.6314,0.39543476700782776,0.3229100704193115,0.419833779335022,0.3648223280906677
repeat_1,3,50,1.0,1.0,1.0,0.664,0.4002402722835541,0.26444241404533386,0.4039307236671448,0.3074255883693695
repeat_1,4,92,0.8333333134651184,0.8571428656578064,0.8055555820465088,0.1332,0.4230901598930359,0.32057851552963257,0.3462272584438324,0.3655502200126648
repeat_1,5,104,0.9925925731658936,0.9473684430122375,0.9833333492279053,0.7313,0.4306279718875885,0.3168182373046875,0.344309538602829,0.3191555142402649
repeat_1,6,50,0.8093645572662354,0.7857142686843872,0.6031785011291504,0.4568,0.3990634083747864,0.2978443205356598,0.417701780796051,0.3297569751739502
