repeat,fold,best_epoch,auc,f1,pr_auc,pred_mean_train,pred_std_train,pred_mean_test,pred_std_test,node_accuracy,node_f1_background,node_f1_epithelial,node_f1_hyphal,node_support_background,node_support_epithelial,node_support_hyphal,threshold
merge_cv_k10_minFrac0_1_dropout0_5_figure,1,100,0.9183104038238525,0.6445497870445251,0.6163272857666016,0.27810850739479065,0.26582497358322144,0.2721119523048401,0.24569903314113617,,,,,,,,0.7276
merge_cv_k10_minFrac0_1_dropout0_5_figure,2,91,0.8953789472579956,0.5512367486953735,0.5405410528182983,0.2898128926753998,0.26465436816215515,0.27857616543769836,0.26269838213920593,,,,,,,,0.6483
merge_cv_k10_minFrac0_1_dropout0_5_figure,3,110,0.932061493396759,0.5581395626068115,0.5034878849983215,0.29335159063339233,0.2580040991306305,0.27788716554641724,0.2571142017841339,,,,,,,,0.7025
merge_cv_k10_minFrac0_1_dropout0_5_figure,4,122,0.9402173757553101,0.5714285969734192,0.3993476629257202,0.2936681807041168,0.2641240060329437,0.23481842875480652,0.22805863618850708,,,,,,,,0.6372
merge_cv_k10_minFrac0_1_dropout0_5_figure,5,70,0.9019166827201843,0.5447154641151428,0.46315622329711914,0.30742767453193665,0.2689884603023529,0.3005537986755371,0.27286094427108765,,,,,,,,0.7087
merge_cv_k10_minFrac0_1_dropout0_5_figure,6,50,0.8966372013092041,0.5159574747085571,0.44568806886672974,0.31815120577812195,0.2681097090244293,0.30240732431411743,0.29288047552108765,,,,,,,,0.7215
